customer_id,customer_segment,city,state,registration_date,customer_status,preferred_contact_method,loyalty_tier,churn_risk_score,customer_value_score,satisfaction_score
CUS-10558,Individual,South Jonathantown,WA,2021-03-29,Active,Phone,Silver,18,58,96
CUS-10559,Individual,New Charles,NE,2023-02-23,Active,SMS,Bronze,51,47,78
CUS-10560,Individual,Isabellaside,AR,2023-08-08,Active,Phone,Platinum,53,75,84
CUS-10561,Premium,South Anthonychester,HI,2025-04-19,Active,Email,Platinum,1,100,93
CUS-10562,Individual,Port Darlene,VA,2022-11-07,Active,Email,Gold,10,67,100
CUS-10563,Individual,Brooksfurt,NV,2020-07-15,Active,SMS,Gold,1,84,74
CUS-10564,Individual,Bennettside,DC,2023-07-13,Active,SMS,Silver,26,51,89
CUS-10565,Family,Davidside,MO,2024-12-04,Suspended,Phone,Silver,100,63,19
CUS-10566,Individual,Lake Tiffany,MP,2024-01-08,Active,Email,Bronze,70,42,81
CUS-10567,Individual,Port Andrewport,NH,2024-08-09,Active,Email,Bronze,60,44,75
CUS-10568,Individual,Patelbury,IA,2022-03-08,Active,Phone,Gold,34,61,100
CUS-10569,Individual,Reedview,ID,2024-10-03,Active,SMS,Bronze,70,40,84
CUS-10570,Individual,North Lisachester,RI,2024-04-16,Inactive,Email,Gold,41,68,72
CUS-10571,Individual,East Jamieville,PA,2020-10-06,Active,Phone,Platinum,8,93,78
CUS-10572,Individual,South Carlaton,IA,2024-12-21,Inactive,Phone,Gold,63,51,93
CUS-10573,Business,South Scottside,IL,2020-10-16,Active,Email,Platinum,9,100,74
CUS-10574,Individual,East Williamport,IN,2024-03-12,Active,Phone,Bronze,77,53,77
CUS-10575,Individual,Barbaramouth,IA,2021-01-11,Active,SMS,Bronze,11,61,61
CUS-10576,Business,Nancyhaven,IN,2025-03-24,Suspended,Phone,Gold,39,94,37
CUS-10577,Individual,Turnerton,OH,2021-02-08,Active,Email,Silver,8,72,74
CUS-10578,Individual,Lake Erika,OH,2023-06-22,Active,Email,Silver,41,64,71
CUS-10579,Family,Williamsstad,SD,2020-11-08,Active,Email,Silver,27,78,55
CUS-10580,Individual,Floydmouth,UT,2024-05-28,Active,Phone,Silver,73,53,54
CUS-10581,Family,Russellport,MS,2021-11-10,Active,Email,Silver,22,85,91
CUS-10582,Individual,Port Amanda,IA,2023-08-15,Active,SMS,Gold,18,72,79
CUS-10583,Individual,West Meredith,FL,2024-12-20,Active,Phone,Gold,64,67,98
CUS-10584,Individual,Melendezside,MT,2023-04-06,Active,Phone,Bronze,12,53,74
CUS-10585,Individual,Grantberg,MS,2023-01-10,Active,Phone,Bronze,23,55,74
CUS-10586,Individual,West James,SD,2022-10-23,Active,Email,Silver,50,54,89
CUS-10587,Family,South Melanieland,ND,2024-03-30,Active,Email,Bronze,80,71,53
CUS-10588,Family,North Joseph,TX,2022-09-17,Inactive,Email,Gold,41,79,78
CUS-10589,Individual,Port Charlesshire,VA,2020-03-28,Active,Phone,Platinum,14,90,97
CUS-10590,Business,South Jason,PW,2020-03-22,Suspended,Email,Platinum,48,100,48
CUS-10591,Family,Kevintown,IL,2021-06-23,Active,Phone,Silver,25,82,92
CUS-10592,Family,Lake David,WV,2024-09-07,Active,Email,Platinum,24,98,91
CUS-10593,Individual,Rochaborough,MO,2024-11-12,Active,Phone,Gold,10,67,76
CUS-10594,Individual,New Marc,LA,2021-04-16,Active,Phone,Silver,11,57,81
CUS-10595,Family,Owensstad,ME,2024-07-31,Active,Email,Gold,56,75,89
CUS-10596,Family,Michaelfort,NH,2022-09-08,Active,Email,Gold,1,85,72
CUS-10597,Individual,Port Tinafort,WV,2023-04-28,Active,Phone,Bronze,46,40,54
CUS-10598,Individual,Robinstad,MD,2025-03-04,Active,SMS,Silver,56,60,50
CUS-10599,Business,Williamsbury,WA,2024-01-30,Active,Email,Bronze,33,87,84
CUS-10600,Business,North Jose,OR,2020-12-15,Active,Email,Gold,12,100,100
CUS-10601,Family,Phillipsborough,MA,2021-06-25,Active,Phone,Platinum,29,100,69
CUS-10602,Individual,South Ashley,IA,2022-02-28,Active,Email,Gold,52,75,86
CUS-10603,Family,Piercemouth,KS,2023-05-25,Active,Email,Silver,22,82,88
CUS-10604,Family,Levyfort,NH,2020-07-09,Active,Email,Gold,42,84,89
CUS-10605,Individual,Lake Laura,GA,2022-01-28,Active,Phone,Gold,54,74,84
CUS-10606,Individual,Lake Amy,HI,2024-07-05,Active,Phone,Silver,26,55,63
CUS-10607,Individual,New Arthurland,GU,2024-04-17,Active,SMS,Bronze,76,50,71
CUS-10608,Individual,Port Adamberg,MP,2020-01-12,Active,Phone,Gold,1,81,70
CUS-10609,Individual,North Jasmine,AL,2021-02-24,Active,Email,Silver,9,65,96
CUS-10610,Individual,New Stephen,AR,2024-10-16,Active,Phone,Silver,63,53,61
CUS-10611,Individual,Hopkinstown,AL,2024-05-24,Active,Email,Silver,50,50,69
CUS-10612,Individual,Smithhaven,VA,2024-05-04,Active,Phone,Gold,52,56,74
CUS-10613,Individual,Amandaport,AK,2023-12-03,Inactive,Email,Silver,100,54,75
CUS-10614,Family,Drakeburgh,CT,2023-11-02,Active,Email,Platinum,10,86,77
CUS-10615,Individual,New Eduardoborough,RI,2023-05-14,Active,Email,Bronze,15,55,59
CUS-10616,Family,Lisaview,WY,2025-03-21,Suspended,Phone,Silver,100,79,13
CUS-10617,Premium,Millerfurt,NH,2024-08-06,Active,Email,Bronze,59,93,67
CUS-10618,Individual,Lake Jeremiah,TX,2024-05-24,Active,Phone,Bronze,30,33,77
CUS-10619,Individual,Lake Victoriaton,CO,2020-01-01,Suspended,Email,Silver,65,66,42
CUS-10620,Individual,Grayside,NJ,2021-02-14,Active,Phone,Bronze,5,59,77
CUS-10621,Family,Lake Albertburgh,CO,2023-02-19,Inactive,Email,Platinum,46,93,99
CUS-10622,Student,Brucemouth,OK,2022-07-20,Inactive,Phone,Bronze,62,44,54
CUS-10623,Individual,New Samanthabury,IL,2022-10-27,Active,SMS,Gold,14,74,100
CUS-10624,Individual,Nelsonland,TX,2022-06-25,Suspended,Phone,Gold,84,68,53
CUS-10625,Family,Rachelshire,TN,2025-01-10,Active,Email,Bronze,24,63,96
CUS-10626,Family,East Sarahmouth,AK,2021-03-27,Active,Email,Silver,22,88,90
CUS-10627,Individual,New Douglas,GU,2024-08-31,Active,Email,Bronze,67,42,51
CUS-10628,Individual,Hickmanport,GA,2020-12-31,Active,Email,Platinum,7,78,81
CUS-10629,Individual,New Mary,MS,2021-02-12,Active,Email,Silver,14,58,73
CUS-10630,Family,Patrickberg,WY,2021-12-30,Active,Email,Platinum,37,100,100
CUS-10631,Individual,New Juliestad,AR,2024-10-21,Active,Email,Silver,59,51,80
CUS-10632,Business,South Jesseland,MA,2024-12-09,Active,SMS,Gold,43,100,79
CUS-10633,Individual,Novakmouth,AK,2024-03-16,Active,Email,Gold,40,70,64
CUS-10634,Individual,Kristenmouth,NM,2022-03-17,Active,Phone,Gold,2,75,99
CUS-10635,Individual,West Angela,MS,2020-01-18,Active,Email,Gold,10,76,100
CUS-10636,Business,Lopezshire,TN,2021-01-18,Active,Email,Gold,14,100,91
CUS-10637,Individual,Millerport,AS,2022-05-18,Active,Phone,Bronze,60,50,65
CUS-10638,Individual,Lake Charles,KY,2023-03-16,Active,Phone,Bronze,16,44,72
CUS-10639,Individual,South Jennifer,SC,2024-10-19,Active,Email,Platinum,19,76,67
CUS-10640,Individual,Lake Peter,MN,2022-10-20,Active,SMS,Silver,42,57,83
CUS-10641,Individual,North Adamport,NV,2023-02-25,Active,Email,Bronze,19,37,70
CUS-10642,Family,Kathleenville,DC,2022-09-02,Active,Email,Gold,13,89,91
CUS-10643,Individual,East Ryanside,OH,2025-03-23,Active,Email,Silver,42,59,64
CUS-10644,Individual,Garcialand,MI,2023-08-23,Active,Email,Gold,32,65,96
CUS-10645,Individual,New Carlymouth,VI,2024-02-17,Active,Email,Silver,49,63,60
CUS-10646,Business,Smithchester,MS,2023-08-04,Active,Email,Gold,31,100,68
CUS-10647,Individual,Lake Rachelbury,OK,2021-12-04,Active,Email,Silver,20,69,81
CUS-10648,Individual,Lake Oscar,DC,2022-06-30,Active,SMS,Gold,29,72,91
CUS-10649,Individual,Kevinfort,FL,2024-10-15,Active,Phone,Silver,80,43,57
CUS-10650,Individual,East Ryanchester,ME,2020-07-29,Active,SMS,Gold,1,64,95
CUS-10651,Individual,Pattonstad,KS,2020-06-19,Active,Phone,Bronze,59,56,68
CUS-10652,Individual,Lake Colleen,PA,2024-02-19,Active,Phone,Bronze,73,38,47
CUS-10653,Individual,South Daniel,ME,2021-12-31,Active,Email,Gold,49,77,78
CUS-10654,Individual,South Martinfurt,AS,2020-10-03,Suspended,Phone,Bronze,78,57,55
CUS-10655,Family,Scottchester,GU,2024-12-01,Active,Phone,Silver,39,72,83
CUS-10656,Individual,West Malik,UT,2024-07-06,Active,Email,Silver,29,51,55
CUS-10657,Individual,South Leon,MO,2024-07-27,Active,Email,Bronze,54,32,81
CUS-10658,Premium,Kellyfort,OK,2022-09-04,Active,Phone,Platinum,20,100,66
CUS-10659,Individual,West Nicholas,GU,2021-01-21,Active,Phone,Silver,10,72,82
CUS-10660,Family,Diazshire,ID,2021-03-27,Active,Email,Silver,48,91,68
CUS-10661,Individual,Lake Katrina,AK,2024-03-01,Active,Email,Bronze,24,38,64
CUS-10662,Individual,Hahnborough,NV,2023-07-28,Active,Email,Gold,41,61,82
CUS-10663,Individual,Marieland,GU,2020-04-11,Suspended,Email,Platinum,48,83,39
CUS-10664,Family,Chambersberg,SC,2024-01-29,Active,Email,Bronze,33,63,80
CUS-10665,Individual,Johnberg,VT,2024-06-25,Active,Email,Silver,22,52,61
CUS-10666,Family,Mccormickland,NV,2025-05-02,Active,Email,Bronze,54,65,61
CUS-10667,Individual,Aguilarside,NY,2024-09-19,Active,Email,Bronze,69,38,71
CUS-10668,Family,Stephensstad,UT,2022-06-26,Active,SMS,Bronze,53,61,83
CUS-10669,Family,North Kaylastad,GA,2021-03-02,Active,Phone,Silver,20,77,96
CUS-10670,Family,New Tonyafurt,WV,2024-03-05,Inactive,Phone,Bronze,90,62,54
CUS-10671,Individual,Tammychester,CT,2020-04-16,Active,Email,Bronze,40,58,72
CUS-10672,Individual,North Jonathanhaven,WA,2024-06-14,Active,Email,Gold,10,53,100
CUS-10673,Family,South Neil,NH,2022-08-31,Active,Email,Gold,12,83,99
CUS-10674,Individual,West Whitney,NJ,2023-06-20,Active,SMS,Gold,13,56,90
CUS-10675,Family,West Robertland,DE,2023-12-07,Active,Email,Silver,40,81,74
CUS-10676,Family,West Larry,NH,2022-06-17,Active,Email,Bronze,52,62,66
CUS-10677,Business,New Timothy,NJ,2022-09-20,Active,Phone,Gold,13,98,100
CUS-10678,Individual,South Jennifermouth,MD,2021-12-13,Active,Email,Platinum,31,87,74
CUS-10679,Individual,West Bradleyville,AK,2020-11-13,Active,SMS,Gold,19,63,100
CUS-10680,Individual,Deborahburgh,WA,2024-02-11,Active,Email,Gold,59,72,74
CUS-10681,Individual,New Greg,GA,2020-05-09,Active,Phone,Silver,33,70,89
CUS-10682,Individual,Anitamouth,IN,2021-08-02,Active,Phone,Bronze,35,43,55
CUS-10683,Family,Sotoburgh,SC,2020-09-22,Active,Email,Bronze,12,66,60
CUS-10684,Individual,Fosterborough,NV,2024-09-08,Active,Email,Silver,57,50,52
CUS-10685,Individual,Priceborough,IL,2023-05-25,Active,Email,Platinum,51,80,65
CUS-10686,Individual,Karenland,OK,2023-08-01,Active,Phone,Platinum,36,76,66
CUS-10687,Family,Port Monicaburgh,MN,2021-06-28,Active,Phone,Platinum,1,97,100
CUS-10688,Individual,Jamesville,KS,2024-01-25,Active,Email,Bronze,62,40,84
CUS-10689,Family,Rosemouth,PA,2021-01-01,Active,Phone,Platinum,39,100,99
CUS-10690,Individual,Carrshire,DE,2022-07-28,Active,Email,Bronze,57,43,84
CUS-10691,Individual,Michaelmouth,RI,2021-11-22,Active,Phone,Gold,52,71,80
CUS-10692,Individual,Port Emily,AS,2021-10-26,Active,Email,Gold,45,70,99
CUS-10693,Individual,Samanthashire,CO,2023-01-22,Active,Phone,Platinum,15,77,95
CUS-10694,Individual,West David,ME,2022-03-24,Active,Email,Silver,6,65,67
CUS-10695,Student,East Nathanielberg,NY,2021-09-10,Active,SMS,Silver,22,41,73
CUS-10696,Premium,Barnesberg,OK,2022-11-13,Active,SMS,Bronze,1,96,82
CUS-10697,Individual,Hendersonfort,SC,2021-06-26,Active,Phone,Silver,52,60,55
CUS-10698,Individual,New Garrett,LA,2023-03-11,Inactive,Phone,Gold,80,71,65
CUS-10699,Individual,East Leonard,NV,2025-01-15,Active,Phone,Platinum,48,80,80
CUS-10700,Individual,Port Michaeltown,NM,2024-07-13,Active,Email,Bronze,69,42,69
CUS-10701,Business,East Lisa,OH,2022-06-08,Active,SMS,Platinum,1,100,100
CUS-10702,Premium,Ortizfort,MT,2023-07-22,Active,Email,Silver,7,100,93
CUS-10703,Individual,Burnsland,OK,2021-10-31,Active,Email,Bronze,49,52,79
CUS-10704,Family,Port Kathleenport,AZ,2023-03-24,Active,Email,Bronze,35,60,61
CUS-10705,Individual,Jeffreyport,GA,2022-09-01,Active,Email,Bronze,12,50,90
CUS-10706,Individual,Cunninghamfort,OH,2023-11-30,Active,Email,Silver,51,56,86
CUS-10707,Individual,New Dannyside,GU,2023-06-15,Suspended,Phone,Bronze,77,48,35
CUS-10708,Family,Amberton,WV,2023-03-25,Active,Phone,Silver,32,72,74
CUS-10709,Individual,Paynechester,CT,2023-09-04,Active,Email,Platinum,49,79,100
CUS-10710,Individual,West Nancy,AZ,2020-04-01,Inactive,Email,Gold,29,67,72
CUS-10711,Family,Bakerland,NV,2021-05-12,Inactive,SMS,Platinum,72,100,56
CUS-10712,Individual,Port Lisaborough,AS,2024-07-05,Active,Email,Bronze,33,49,67
CUS-10713,Individual,Michellechester,GA,2022-12-07,Active,Phone,Silver,17,47,81
CUS-10714,Individual,Port Jamie,IL,2023-09-20,Active,Email,Bronze,32,53,71
CUS-10715,Individual,New Michaelview,PA,2023-09-02,Inactive,Email,Silver,92,56,48
CUS-10716,Individual,West Tiffany,LA,2024-11-11,Active,Email,Platinum,42,64,82
CUS-10717,Individual,Ashleyhaven,MH,2023-05-07,Active,Email,Silver,39,63,54
CUS-10718,Individual,East Sydneychester,PW,2025-03-03,Active,Email,Bronze,30,30,76
CUS-10719,Family,West Michelleberg,UT,2021-12-28,Active,Email,Platinum,26,98,68
CUS-10720,Family,East Dustin,MD,2024-12-04,Active,SMS,Platinum,70,98,73
CUS-10721,Individual,Port Megan,MO,2021-11-30,Active,Phone,Bronze,27,56,94
CUS-10722,Business,Thomasview,SC,2023-11-06,Active,Email,Bronze,24,88,77
CUS-10723,Individual,Brooksland,SC,2020-09-26,Active,Email,Gold,41,69,70
CUS-10724,Individual,South Zacharyview,UT,2023-12-15,Active,SMS,Silver,78,48,81
CUS-10725,Premium,Shawnfort,MD,2021-10-12,Active,Phone,Platinum,1,100,79
CUS-10726,Family,Port Kimland,VA,2024-04-16,Active,SMS,Platinum,29,97,100
CUS-10727,Premium,Reidstad,PR,2021-07-14,Active,Email,Gold,1,100,100
CUS-10728,Individual,Port Amandaborough,NE,2023-03-07,Active,Phone,Bronze,11,47,63
CUS-10729,Family,South Joseph,MP,2022-09-03,Active,SMS,Silver,48,79,62
CUS-10730,Business,Matthewshire,DC,2022-10-03,Active,Email,Silver,18,82,74
CUS-10731,Student,Kramerton,AZ,2021-03-31,Active,SMS,Platinum,1,67,98
CUS-10732,Business,Lake Kristenmouth,AK,2022-09-30,Active,SMS,Platinum,9,100,71
CUS-10733,Family,Port Ericmouth,AL,2024-08-15,Active,Email,Silver,67,80,85
CUS-10734,Individual,Harrisberg,FM,2023-08-06,Active,Phone,Silver,48,59,53
CUS-10735,Business,Erikview,CO,2021-05-18,Active,Email,Platinum,11,100,100
CUS-10736,Family,Johnstad,TN,2025-05-25,Active,Email,Bronze,39,59,82
CUS-10737,Individual,North Randy,ME,2021-08-25,Active,Email,Gold,1,75,98
CUS-10738,Individual,South Diana,VT,2022-10-22,Active,Phone,Platinum,42,84,70
CUS-10739,Individual,North Jasonland,DC,2021-10-24,Active,Email,Gold,38,66,92
CUS-10740,Individual,New Erin,AL,2021-10-25,Active,SMS,Platinum,38,73,68
CUS-10741,Individual,Lake Matthewville,VI,2022-07-09,Active,Email,Gold,42,74,100
CUS-10742,Premium,Bensonfort,CA,2022-02-14,Active,Email,Gold,1,100,79
CUS-10743,Individual,South Christopher,AS,2020-10-23,Active,Phone,Gold,9,77,87
CUS-10744,Family,North Lawrenceport,DC,2020-08-28,Active,SMS,Bronze,48,72,51
CUS-10745,Individual,Ayalaberg,SD,2024-10-17,Active,SMS,Silver,51,48,63
CUS-10746,Individual,North Alyssa,AL,2022-09-01,Active,Email,Silver,7,55,94
CUS-10747,Individual,South Michael,IL,2023-07-11,Active,SMS,Bronze,29,36,77
CUS-10748,Individual,South Christina,NV,2024-10-14,Active,Phone,Silver,41,43,55
CUS-10749,Individual,North Peggy,DC,2020-12-31,Active,Email,Gold,34,82,100
CUS-10750,Family,New Jessicastad,NE,2020-12-29,Suspended,Phone,Silver,42,75,41
CUS-11126,Family,New Rebecca,MN,2025-02-08,Active,SMS,Bronze,61,53,69
CUS-11127,Premium,Harrisonmouth,FM,2021-09-16,Active,Email,Gold,1,100,100
CUS-11128,Business,North Tinamouth,CT,2024-12-03,Active,Email,Platinum,3,100,82
CUS-11129,Individual,Maryview,OR,2023-11-23,Active,Phone,Platinum,25,65,100
CUS-11130,Individual,South Desiree,MN,2024-10-15,Active,Phone,Bronze,23,51,73
CUS-11131,Business,New Johnbury,NC,2024-10-09,Active,Phone,Gold,41,88,92
CUS-11132,Family,Gomezstad,NM,2023-06-13,Active,Phone,Gold,51,91,83
CUS-11133,Individual,Eatontown,NY,2022-08-08,Active,Phone,Silver,37,63,83
CUS-11134,Individual,South Gabriel,CA,2022-04-01,Active,Phone,Gold,8,66,81
CUS-11135,Individual,Jasonburgh,GA,2021-04-25,Active,Email,Platinum,26,77,88
CUS-11136,Individual,Carolynville,TN,2020-06-22,Active,Email,Gold,12,71,100
CUS-11137,Individual,South Lisa,VA,2022-11-15,Active,Email,Silver,34,58,85
CUS-11138,Individual,South Emmafort,IL,2022-02-22,Active,Email,Silver,8,60,64
CUS-11139,Individual,Lake Martha,AK,2022-10-24,Active,Phone,Gold,57,64,65
CUS-11140,Individual,North David,OR,2022-01-07,Active,Email,Bronze,25,48,74
CUS-11141,Family,East Crystal,AZ,2024-04-22,Active,Email,Gold,18,90,83
CUS-11142,Individual,North Gabriel,HI,2021-09-05,Active,Email,Platinum,52,83,97
CUS-11143,Family,Greeneshire,SC,2020-01-25,Active,Phone,Platinum,1,100,84
CUS-11144,Individual,Lake Jessicaport,CO,2024-03-14,Active,Email,Silver,55,57,78
CUS-11145,Individual,South Catherine,NJ,2020-06-24,Active,Email,Platinum,34,87,77
CUS-11146,Individual,Jacksonchester,PA,2024-10-12,Active,Email,Silver,28,50,55
CUS-11147,Individual,Port Brandi,WI,2023-09-11,Active,Email,Silver,63,57,82
CUS-11148,Individual,New Donna,KS,2023-04-17,Active,Phone,Platinum,9,76,100
CUS-11149,Family,Lake Gina,NH,2023-05-19,Inactive,Phone,Bronze,74,61,71
CUS-11150,Individual,East Nicholasberg,CT,2022-03-02,Active,Email,Gold,22,79,85
CUS-11151,Individual,East Alexandrahaven,TX,2020-08-01,Active,Email,Platinum,28,89,66
CUS-11152,Individual,Serranoville,HI,2020-05-22,Inactive,Email,Silver,48,70,55
CUS-11153,Individual,Valenzuelaton,FM,2022-01-24,Active,Email,Platinum,20,81,76
CUS-11154,Student,North Timothyberg,MH,2020-09-21,Active,Email,Bronze,57,39,57
CUS-11155,Business,Port Erikachester,NC,2021-09-26,Active,Phone,Gold,15,100,86
CUS-11156,Individual,Woodton,UT,2022-10-26,Active,Email,Bronze,17,51,61
CUS-11157,Family,Perezfort,WY,2023-05-23,Active,Phone,Platinum,66,100,86
CUS-11158,Individual,Bellshire,CT,2020-03-21,Active,Email,Platinum,19,86,86
CUS-11159,Individual,Andersonfort,WI,2024-08-13,Active,Email,Bronze,77,51,72
CUS-11160,Individual,Port Christopher,PA,2025-02-08,Active,Phone,Bronze,64,31,63
CUS-11161,Business,Scotttown,VT,2020-11-19,Active,Phone,Gold,33,100,77
CUS-11162,Premium,New Alexandrahaven,AL,2022-04-22,Suspended,Phone,Platinum,24,100,68
CUS-11163,Family,Penamouth,MT,2021-10-29,Active,Email,Silver,5,84,60
CUS-11164,Individual,Danielchester,SD,2023-11-23,Active,Email,Bronze,45,40,76
CUS-11165,Individual,Joseside,NE,2021-05-28,Active,SMS,Silver,48,65,82
CUS-11166,Individual,Cherylfurt,WV,2020-06-18,Active,Email,Platinum,1,89,87
CUS-11167,Family,South Andrea,OH,2020-12-15,Active,Phone,Bronze,7,80,84
CUS-11168,Individual,Whiteside,OH,2023-10-07,Active,Phone,Bronze,42,39,65
CUS-11169,Family,Kingport,OK,2025-01-02,Active,Email,Silver,73,81,79
CUS-11170,Family,Kimfurt,WA,2024-01-07,Active,Email,Silver,48,65,89
CUS-11171,Individual,Port Michelle,DE,2024-04-30,Active,Email,Bronze,78,40,57
CUS-11172,Individual,South Krista,GA,2022-05-13,Active,Email,Platinum,38,71,77
CUS-11173,Student,East Williammouth,AS,2020-07-16,Active,SMS,Bronze,10,35,84
CUS-11174,Individual,East Paultown,AS,2024-07-28,Active,Phone,Bronze,33,49,79
CUS-11175,Premium,Port Dustinchester,CO,2020-09-04,Active,Email,Gold,1,100,90
CUS-11176,Individual,West Jeffreyland,PA,2021-03-11,Active,Email,Platinum,31,91,87
CUS-11177,Individual,Lake Patrickfurt,RI,2024-12-18,Active,Email,Silver,26,58,91
CUS-11178,Individual,Jenniferton,WI,2025-05-18,Active,Email,Silver,44,44,73
CUS-11179,Individual,Lake Troy,AL,2024-04-08,Active,Email,Gold,40,55,83
CUS-11180,Individual,Port Diane,AS,2025-02-10,Active,Email,Silver,34,56,91
CUS-11181,Family,Jameshaven,NC,2020-01-28,Active,Phone,Platinum,9,100,96
CUS-11182,Family,New Gavin,AZ,2023-06-23,Active,Email,Silver,32,69,78
CUS-11183,Individual,Johntown,GA,2020-03-18,Active,Phone,Platinum,18,85,75
CUS-11184,Individual,West Kimberlystad,TN,2023-08-11,Active,Email,Gold,36,75,81
CUS-11185,Family,Sullivanborough,NC,2021-04-14,Active,Email,Silver,34,73,69
CUS-11186,Family,Lake Janeland,OH,2023-11-26,Active,Phone,Bronze,40,59,80
CUS-11187,Family,Jessicaside,PW,2020-05-12,Active,Email,Bronze,40,69,65
CUS-11188,Individual,Michaelview,IN,2020-12-21,Active,SMS,Platinum,5,89,74
CUS-11189,Individual,South Sarah,OK,2022-08-14,Active,Phone,Bronze,18,57,72
CUS-11190,Individual,West Gregoryhaven,CT,2023-03-26,Active,Phone,Bronze,60,51,53
CUS-11191,Student,New Kellyville,AS,2022-01-06,Active,Email,Gold,26,69,92
CUS-11192,Family,Nancyshire,KS,2024-08-05,Suspended,Email,Gold,77,74,44
CUS-11193,Individual,Churchshire,NJ,2020-11-08,Active,Email,Silver,19,67,75
CUS-11194,Individual,Port Matthew,WI,2023-05-26,Active,Email,Gold,22,59,78
CUS-11195,Individual,Maldonadoshire,VI,2024-10-30,Active,Phone,Silver,79,54,70
CUS-11196,Student,South Darrenland,MS,2022-02-03,Active,Email,Platinum,1,72,72
CUS-11197,Student,Lake Jacqueline,AS,2020-09-11,Active,Phone,Bronze,27,42,77
CUS-11198,Individual,Robertstad,NC,2022-09-27,Active,Email,Bronze,31,50,69
CUS-11199,Individual,Lake Marilynbury,LA,2020-03-11,Inactive,Email,Platinum,21,95,75
CUS-11200,Individual,South Emilymouth,CA,2022-07-21,Inactive,Email,Bronze,73,43,46
CUS-11201,Individual,South Lee,IL,2020-07-08,Active,SMS,Silver,37,56,86
CUS-11202,Premium,Ianborough,NM,2024-11-29,Active,SMS,Silver,24,100,90
CUS-11203,Family,East Jill,VI,2022-02-22,Active,Phone,Platinum,53,91,66
CUS-11204,Family,Jamieborough,MP,2024-05-09,Active,SMS,Bronze,33,65,73
CUS-11205,Individual,Port Christine,FL,2020-12-10,Active,Email,Bronze,44,56,85
CUS-11206,Individual,North Samanthafort,RI,2021-08-13,Active,Email,Silver,47,55,63
CUS-11207,Individual,Port Mercedeston,PR,2022-10-26,Inactive,Email,Gold,39,63,66
CUS-11208,Family,Watsonmouth,NM,2024-07-15,Active,Email,Platinum,36,96,100
CUS-11209,Premium,Travishaven,KY,2020-08-11,Active,Email,Gold,1,100,87
CUS-11210,Individual,Walkershire,DC,2020-03-01,Active,Email,Gold,1,65,73
CUS-11211,Individual,New Laurenfort,ND,2025-05-10,Active,Phone,Platinum,16,66,100
CUS-11212,Family,New Michaelburgh,NH,2022-02-08,Active,SMS,Platinum,53,100,90
CUS-11213,Family,Lake Aprilmouth,UT,2023-05-22,Active,Email,Gold,30,82,87
CUS-11214,Family,North Emilyfurt,OR,2022-02-14,Active,SMS,Platinum,45,92,61
CUS-11215,Individual,West Michaelview,HI,2023-12-01,Active,SMS,Platinum,11,83,75
CUS-11216,Business,Joelfort,RI,2021-07-26,Suspended,Phone,Gold,44,100,62
CUS-11217,Individual,Michaelfort,NE,2023-09-14,Active,SMS,Platinum,62,74,59
CUS-11218,Family,South Jaclyn,MN,2024-11-23,Active,SMS,Bronze,48,58,89
CUS-11219,Individual,Melissaview,NV,2024-02-22,Active,Email,Silver,79,58,51
CUS-11220,Family,New David,OK,2021-08-24,Active,Phone,Platinum,48,100,93
CUS-11221,Individual,Port Cory,KY,2022-10-16,Active,Email,Silver,43,61,62
CUS-11222,Business,New Ryan,MS,2025-05-09,Active,Phone,Silver,18,80,62
CUS-11223,Individual,East Lauren,WA,2024-01-05,Active,SMS,Bronze,44,42,66
CUS-11224,Family,South Linda,HI,2023-09-25,Active,SMS,Bronze,28,71,95
CUS-11225,Family,Porterhaven,ND,2020-07-04,Active,Email,Silver,36,93,57
CUS-11226,Family,Kristenport,KS,2022-02-11,Inactive,Phone,Platinum,65,100,92
CUS-11227,Student,South Coreyburgh,AR,2022-06-13,Active,Email,Bronze,11,31,63
CUS-11228,Individual,Port Jonathan,MP,2023-04-27,Inactive,Phone,Bronze,63,40,68
CUS-11229,Student,South Julieview,MN,2023-03-27,Active,Email,Silver,22,48,83
CUS-11230,Individual,Annview,MI,2022-01-17,Active,SMS,Bronze,46,58,88
CUS-11231,Individual,South Davidborough,OK,2022-03-20,Active,SMS,Silver,57,58,63
CUS-11232,Individual,Port Justin,MD,2022-07-22,Active,Email,Gold,50,59,98
CUS-11233,Individual,Hamptonmouth,FM,2022-10-25,Suspended,Email,Platinum,83,85,54
CUS-11234,Family,South Christinamouth,SC,2021-03-17,Active,Phone,Silver,51,82,59
CUS-11235,Family,Port Gary,AS,2021-03-07,Active,SMS,Silver,47,73,62
CUS-11236,Business,Robertshire,MO,2024-01-29,Active,SMS,Gold,49,93,62
CUS-11237,Individual,North Fernandobury,MD,2021-11-22,Active,Email,Silver,28,62,59
CUS-11238,Individual,Deniseview,PA,2021-08-02,Active,SMS,Platinum,27,83,71
CUS-11239,Individual,Nelsonmouth,WI,2024-03-20,Active,SMS,Bronze,79,42,74
CUS-11240,Family,Juliehaven,NV,2023-03-28,Active,Phone,Bronze,19,62,70
CUS-11241,Family,Jacksontown,DC,2021-02-04,Active,Email,Platinum,26,95,74
CUS-11242,Individual,Lake Johnathan,WA,2022-05-24,Active,Email,Bronze,28,53,66
CUS-11243,Premium,East Garrettville,CT,2020-08-28,Suspended,Phone,Platinum,24,100,61
