billing_id,subscription_id,customer_id,billing_date,due_date,base_amount,additional_charges,tax_amount,total_amount,payment_amount,payment_date,payment_method,status,billing_cycle
BILL-1234572931,SUB-10000361,CUS-10240,2024-04-01,2024-04-15,78.52,0,9.38,87.9,87.9,2024-04-06,PayPal,Paid,2024-04-01
BILL-1234572932,SUB-10000361,CUS-10240,2024-05-01,2024-05-15,78.52,0,9.19,87.71,87.71,2024-05-09,Bank Transfer,Paid,2024-05-01
BILL-1234572933,SUB-10000361,CUS-10240,2024-06-01,2024-06-15,78.52,37.03,12.13,127.68,127.68,2024-06-06,PayPal,Paid,2024-06-01
BILL-1234572934,SUB-10000361,CUS-10240,2024-07-01,2024-07-15,78.52,0,7.74,86.26,86.26,2024-07-12,Check,Paid,2024-07-01
BILL-1234572935,SUB-10000361,CUS-10240,2024-08-01,2024-08-15,78.52,0,7.03,85.55,85.55,2024-08-18,PayPal,Paid,2024-08-01
BILL-1234572936,SUB-10000361,CUS-10240,2024-09-01,2024-09-15,78.52,0,7.61,86.13,86.13,2024-09-12,PayPal,Paid,2024-09-01
BILL-1234572937,SUB-10000361,CUS-10240,2024-10-01,2024-10-15,78.52,8.83,10.29,97.64,97.64,2024-10-05,Credit Card,Paid,2024-10-01
BILL-1234572938,SUB-10000361,CUS-10240,2024-11-01,2024-11-15,78.52,0,7.04,85.56,85.56,2024-11-15,Check,Paid,2024-11-01
BILL-1234572939,SUB-10000361,CUS-10240,2024-12-01,2024-12-15,78.52,15.07,8.82,102.41,102.41,2024-12-10,Credit Card,Paid,2024-12-01
BILL-1234572940,SUB-10000361,CUS-10240,2025-01-01,2025-01-15,78.52,35.31,13.42,127.25,127.25,2025-01-09,PayPal,Paid,2025-01-01
BILL-1234572941,SUB-10000361,CUS-10240,2025-02-01,2025-02-15,78.52,0,6.9,85.42,85.42,2025-02-12,Check,Paid,2025-02-01
BILL-1234572942,SUB-10000361,CUS-10240,2025-03-01,2025-03-15,78.52,0,7.89,86.41,86.41,2025-03-17,PayPal,Paid,2025-03-01
BILL-1234572943,SUB-10000361,CUS-10240,2025-04-01,2025-04-15,78.52,0,8.35,86.87,86.87,2025-04-11,PayPal,Paid,2025-04-01
BILL-1234572944,SUB-10000361,CUS-10240,2025-05-01,2025-05-15,78.52,0,7.84,86.36,86.36,2025-05-07,PayPal,Paid,2025-05-01
BILL-1234572945,SUB-10000361,CUS-10240,2025-06-01,2025-06-15,78.52,20.42,11.46,110.4,110.4,2025-06-04,Credit Card,Paid,2025-06-01
BILL-1234572946,SUB-10000362,CUS-10240,2024-01-01,2024-01-15,124.37,0,11.44,135.81,135.81,2024-01-15,PayPal,Paid,2024-01-01
BILL-1234572947,SUB-10000362,CUS-10240,2024-02-01,2024-02-15,124.37,0,12.73,137.1,137.1,2024-02-18,PayPal,Paid,2024-02-01
BILL-1234572948,SUB-10000362,CUS-10240,2024-03-01,2024-03-15,124.37,43.4,19.44,187.21,187.21,2024-03-17,Bank Transfer,Paid,2024-03-01
BILL-1234572949,SUB-10000362,CUS-10240,2024-04-01,2024-04-15,124.37,0,10.32,134.69,134.69,2024-04-03,Bank Transfer,Paid,2024-04-01
BILL-1234572950,SUB-10000362,CUS-10240,2024-05-01,2024-05-15,124.37,42.45,15.84,182.66,182.66,2024-05-04,Credit Card,Paid,2024-05-01
BILL-1234572951,SUB-10000362,CUS-10240,2024-06-01,2024-06-15,124.37,0,10.15,134.52,134.52,2024-06-12,Check,Paid,2024-06-01
BILL-1234572952,SUB-10000362,CUS-10240,2024-07-01,2024-07-15,124.37,0,14.34,138.71,138.71,2024-07-13,Bank Transfer,Paid,2024-07-01
BILL-1234572953,SUB-10000362,CUS-10240,2024-08-01,2024-08-15,124.37,0,10.23,134.6,134.6,2024-08-15,Bank Transfer,Paid,2024-08-01
BILL-1234572954,SUB-10000362,CUS-10240,2024-09-01,2024-09-15,124.37,47.17,19.11,190.65,190.65,2024-09-06,Credit Card,Paid,2024-09-01
BILL-1234572955,SUB-10000362,CUS-10240,2024-10-01,2024-10-15,124.37,0,10.81,135.18,135.18,2024-10-05,PayPal,Paid,2024-10-01
BILL-1234572956,SUB-10000362,CUS-10240,2024-11-01,2024-11-15,124.37,0,13.9,138.27,138.27,2024-11-04,Credit Card,Paid,2024-11-01
BILL-1234572957,SUB-10000362,CUS-10240,2024-12-01,2024-12-15,124.37,0,14.43,138.8,138.8,2024-12-04,PayPal,Paid,2024-12-01
BILL-1234572958,SUB-10000362,CUS-10240,2025-01-01,2025-01-15,124.37,0,11.53,135.9,135.9,2025-01-06,Check,Paid,2025-01-01
BILL-1234572959,SUB-10000362,CUS-10240,2025-02-01,2025-02-15,124.37,0,11.21,135.58,135.58,2025-02-16,Bank Transfer,Paid,2025-02-01
BILL-1234572960,SUB-10000362,CUS-10240,2025-03-01,2025-03-15,124.37,0,11.97,136.34,136.34,2025-03-16,Credit Card,Paid,2025-03-01
BILL-1234572961,SUB-10000362,CUS-10240,2025-04-01,2025-04-15,124.37,18.62,16.95,159.94,64.74,2025-04-24,PayPal,Partial,2025-04-01
BILL-1234572962,SUB-10000362,CUS-10240,2025-05-01,2025-05-15,124.37,0,10.96,135.33,135.33,2025-05-08,Bank Transfer,Paid,2025-05-01
BILL-1234572963,SUB-10000362,CUS-10240,2025-06-01,2025-06-15,124.37,0,12.08,136.45,136.45,2025-06-05,PayPal,Paid,2025-06-01
BILL-1234572964,SUB-10000363,CUS-10241,2024-01-01,2024-01-15,70.42,0,5.96,76.38,76.38,2024-01-04,Credit Card,Paid,2024-01-01
BILL-1234572965,SUB-10000363,CUS-10241,2024-02-01,2024-02-15,70.42,0,7.63,78.05,78.05,2024-02-16,Credit Card,Paid,2024-02-01
BILL-1234572966,SUB-10000363,CUS-10241,2024-03-01,2024-03-15,70.42,43.67,11.69,125.78,125.78,2024-03-11,Credit Card,Paid,2024-03-01
BILL-1234572967,SUB-10000363,CUS-10241,2024-04-01,2024-04-15,70.42,0,7.45,77.87,77.87,2024-04-12,Check,Paid,2024-04-01
BILL-1234572968,SUB-10000363,CUS-10241,2024-05-01,2024-05-15,70.42,0,6.65,77.07,77.07,2024-05-03,Credit Card,Paid,2024-05-01
BILL-1234572969,SUB-10000363,CUS-10241,2024-06-01,2024-06-15,70.42,0,5.83,76.25,76.25,2024-06-10,Bank Transfer,Paid,2024-06-01
BILL-1234572970,SUB-10000363,CUS-10241,2024-07-01,2024-07-15,70.42,48.16,10.59,129.17,129.17,2024-07-08,Check,Paid,2024-07-01
BILL-1234572971,SUB-10000363,CUS-10241,2024-08-01,2024-08-15,70.42,18.52,10.41,99.35,99.35,2024-08-17,Credit Card,Paid,2024-08-01
BILL-1234572972,SUB-10000363,CUS-10241,2024-09-01,2024-09-15,70.42,34.48,11.29,116.19,116.19,2024-09-03,Check,Paid,2024-09-01
BILL-1234572973,SUB-10000363,CUS-10241,2024-10-01,2024-10-15,70.42,19.45,10.31,100.18,100.18,2024-10-14,Bank Transfer,Paid,2024-10-01
BILL-1234572974,SUB-10000363,CUS-10241,2024-11-01,2024-11-15,70.42,44.93,10.38,125.73,125.73,2024-11-07,Check,Paid,2024-11-01
BILL-1234572975,SUB-10000363,CUS-10241,2024-12-01,2024-12-15,70.42,27.19,8.81,106.42,106.42,2024-12-07,Credit Card,Paid,2024-12-01
BILL-1234572976,SUB-10000363,CUS-10241,2025-01-01,2025-01-15,70.42,0,7.03,77.45,77.45,2025-01-07,Check,Paid,2025-01-01
BILL-1234572977,SUB-10000363,CUS-10241,2025-02-01,2025-02-15,70.42,8.39,7.49,86.3,86.3,2025-02-02,Bank Transfer,Paid,2025-02-01
BILL-1234572978,SUB-10000363,CUS-10241,2025-03-01,2025-03-15,70.42,0,8.34,78.76,78.76,2025-03-12,Credit Card,Paid,2025-03-01
BILL-1234572979,SUB-10000363,CUS-10241,2025-04-01,2025-04-15,70.42,0,8.14,78.56,null,null,null,Unpaid,2025-04-01
BILL-1234572980,SUB-10000363,CUS-10241,2025-05-01,2025-05-15,70.42,0,8.37,78.79,47.58,2025-05-25,Check,Partial,2025-05-01
BILL-1234572981,SUB-10000363,CUS-10241,2025-06-01,2025-06-15,70.42,0,6.21,76.63,76.63,2025-06-02,Credit Card,Paid,2025-06-01
BILL-1234572982,SUB-10000365,CUS-10242,2024-01-01,2024-01-15,29.99,0,3.13,33.12,33.12,2024-01-15,Check,Paid,2024-01-01
BILL-1234572983,SUB-10000365,CUS-10242,2024-02-01,2024-02-15,29.99,0,3.12,33.11,33.11,2024-02-14,Bank Transfer,Paid,2024-02-01
BILL-1234572984,SUB-10000365,CUS-10242,2024-03-01,2024-03-15,29.99,0,2.95,32.94,32.94,2024-03-12,PayPal,Paid,2024-03-01
BILL-1234572985,SUB-10000365,CUS-10242,2024-04-01,2024-04-15,29.99,0,2.41,32.4,32.4,2024-04-03,PayPal,Paid,2024-04-01
BILL-1234572986,SUB-10000365,CUS-10242,2024-05-01,2024-05-15,29.99,0,3.07,33.06,33.06,2024-05-06,Bank Transfer,Paid,2024-05-01
BILL-1234572987,SUB-10000365,CUS-10242,2024-06-01,2024-06-15,29.99,0,3.36,33.35,33.35,2024-06-14,Check,Paid,2024-06-01
BILL-1234572988,SUB-10000365,CUS-10242,2024-07-01,2024-07-15,29.99,0,3.46,33.45,33.45,2024-07-05,Bank Transfer,Paid,2024-07-01
BILL-1234572989,SUB-10000365,CUS-10242,2024-08-01,2024-08-15,29.99,0,2.8,32.79,32.79,2024-08-09,Bank Transfer,Paid,2024-08-01
BILL-1234572990,SUB-10000365,CUS-10242,2024-09-01,2024-09-15,29.99,43.29,6.82,80.1,80.1,2024-09-12,PayPal,Paid,2024-09-01
BILL-1234572991,SUB-10000365,CUS-10242,2024-10-01,2024-10-15,29.99,0,2.8,32.79,32.79,2024-10-15,Credit Card,Paid,2024-10-01
BILL-1234572992,SUB-10000365,CUS-10242,2024-11-01,2024-11-15,29.99,0,3.32,33.31,33.31,2024-11-16,Bank Transfer,Paid,2024-11-01
BILL-1234572993,SUB-10000365,CUS-10242,2024-12-01,2024-12-15,29.99,0,3.02,33.01,33.01,2024-12-08,Check,Paid,2024-12-01
BILL-1234572994,SUB-10000365,CUS-10242,2025-01-01,2025-01-15,29.99,0,3.49,33.48,33.48,2025-01-08,Bank Transfer,Paid,2025-01-01
BILL-1234572995,SUB-10000365,CUS-10242,2025-02-01,2025-02-15,29.99,15.82,3.7,49.51,49.51,2025-02-06,Check,Paid,2025-02-01
BILL-1234572996,SUB-10000365,CUS-10242,2025-03-01,2025-03-15,29.99,0,2.77,32.76,32.76,2025-03-10,Check,Paid,2025-03-01
BILL-1234572997,SUB-10000365,CUS-10242,2025-04-01,2025-04-15,29.99,0,3.53,33.52,33.52,2025-04-09,Credit Card,Paid,2025-04-01
BILL-1234572998,SUB-10000365,CUS-10242,2025-05-01,2025-05-15,29.99,23.01,4.46,57.46,57.46,2025-05-11,Check,Paid,2025-05-01
BILL-1234572999,SUB-10000365,CUS-10242,2025-06-01,2025-06-15,29.99,0,2.44,32.43,32.43,2025-06-02,Credit Card,Paid,2025-06-01
BILL-1234573000,SUB-10000366,CUS-10243,2025-03-01,2025-03-15,149.84,39.93,17.1,206.87,206.87,2025-03-10,Credit Card,Paid,2025-03-01
BILL-1234573001,SUB-10000366,CUS-10243,2025-04-01,2025-04-15,149.84,0,16.25,166.09,166.09,2025-04-03,Check,Paid,2025-04-01
BILL-1234573002,SUB-10000366,CUS-10243,2025-05-01,2025-05-15,149.84,0,12.7,162.54,162.54,2025-05-16,Check,Paid,2025-05-01
BILL-1234573003,SUB-10000366,CUS-10243,2025-06-01,2025-06-15,149.84,28.24,15.43,193.51,null,null,null,Unpaid,2025-06-01
BILL-1234573004,SUB-10000367,CUS-10244,2024-01-01,2024-01-15,81.17,19.98,9.47,110.62,110.62,2024-01-07,PayPal,Paid,2024-01-01
BILL-1234573005,SUB-10000367,CUS-10244,2024-02-01,2024-02-15,81.17,22.92,12.36,116.45,116.45,2024-02-15,Bank Transfer,Paid,2024-02-01
BILL-1234573006,SUB-10000367,CUS-10244,2024-03-01,2024-03-15,81.17,0,6.78,87.95,87.95,2024-03-06,PayPal,Paid,2024-03-01
BILL-1234573007,SUB-10000367,CUS-10244,2024-04-01,2024-04-15,81.17,0,7.52,88.69,56.68,2024-04-21,Check,Partial,2024-04-01
BILL-1234573008,SUB-10000367,CUS-10244,2024-05-01,2024-05-15,81.17,0,6.59,87.76,87.76,2024-05-03,Credit Card,Paid,2024-05-01
BILL-1234573009,SUB-10000367,CUS-10244,2024-06-01,2024-06-15,81.17,0,7.84,89.01,null,null,null,Unpaid,2024-06-01
BILL-1234573010,SUB-10000367,CUS-10244,2024-07-01,2024-07-15,81.17,39.89,14.32,135.38,135.38,2024-07-11,Check,Paid,2024-07-01
BILL-1234573011,SUB-10000367,CUS-10244,2024-08-01,2024-08-15,81.17,0,8.72,89.89,89.89,2024-08-13,Check,Paid,2024-08-01
BILL-1234573012,SUB-10000367,CUS-10244,2024-09-01,2024-09-15,81.17,0,9.1,90.27,90.27,2024-09-10,PayPal,Paid,2024-09-01
BILL-1234573013,SUB-10000367,CUS-10244,2024-10-01,2024-10-15,81.17,0,9.33,90.5,90.5,2024-10-12,Check,Paid,2024-10-01
BILL-1234573014,SUB-10000367,CUS-10244,2024-11-01,2024-11-15,81.17,40.55,10.68,132.4,132.4,2024-11-11,Credit Card,Paid,2024-11-01
BILL-1234573015,SUB-10000367,CUS-10244,2024-12-01,2024-12-15,81.17,0,9.48,90.65,90.65,2024-12-03,Bank Transfer,Paid,2024-12-01
BILL-1234573016,SUB-10000367,CUS-10244,2025-01-01,2025-01-15,81.17,0,8.74,89.91,89.91,2025-01-14,Credit Card,Paid,2025-01-01
BILL-1234573017,SUB-10000367,CUS-10244,2025-02-01,2025-02-15,81.17,41.73,12.92,135.82,135.82,2025-02-13,Check,Paid,2025-02-01
BILL-1234573018,SUB-10000367,CUS-10244,2025-03-01,2025-03-15,81.17,0,6.6,87.77,87.77,2025-03-09,PayPal,Paid,2025-03-01
BILL-1234573019,SUB-10000367,CUS-10244,2025-04-01,2025-04-15,81.17,0,8.37,89.54,null,null,null,Unpaid,2025-04-01
BILL-1234573020,SUB-10000367,CUS-10244,2025-05-01,2025-05-15,81.17,41.51,12.73,135.41,135.41,2025-05-13,Check,Paid,2025-05-01
BILL-1234573021,SUB-10000367,CUS-10244,2025-06-01,2025-06-15,81.17,0,7.56,88.73,88.73,2025-06-13,Check,Paid,2025-06-01
BILL-1234573022,SUB-10000368,CUS-10244,2024-01-01,2024-01-15,37.86,0,4.09,41.95,41.95,2024-01-09,PayPal,Paid,2024-01-01
BILL-1234573023,SUB-10000368,CUS-10244,2024-02-01,2024-02-15,37.86,5.35,3.48,46.69,46.69,2024-02-18,Credit Card,Paid,2024-02-01
BILL-1234573024,SUB-10000368,CUS-10244,2024-03-01,2024-03-15,37.86,0,3.71,41.57,41.57,2024-03-12,PayPal,Paid,2024-03-01
BILL-1234573025,SUB-10000368,CUS-10244,2024-04-01,2024-04-15,37.86,0,3.51,41.37,41.37,2024-04-03,Check,Paid,2024-04-01
BILL-1234573026,SUB-10000368,CUS-10244,2024-05-01,2024-05-15,37.86,0,3.86,41.72,41.72,2024-05-13,Check,Paid,2024-05-01
BILL-1234573027,SUB-10000368,CUS-10244,2024-06-01,2024-06-15,37.86,0,4.07,41.93,41.93,2024-06-03,Check,Paid,2024-06-01
BILL-1234573028,SUB-10000368,CUS-10244,2024-07-01,2024-07-15,37.86,30.03,8,75.89,75.89,2024-07-06,PayPal,Paid,2024-07-01
BILL-1234573029,SUB-10000368,CUS-10244,2024-08-01,2024-08-15,37.86,0,4.47,42.33,42.33,2024-08-15,PayPal,Paid,2024-08-01
BILL-1234573030,SUB-10000368,CUS-10244,2024-09-01,2024-09-15,37.86,0,4.21,42.07,42.07,2024-09-06,Credit Card,Paid,2024-09-01
BILL-1234573031,SUB-10000368,CUS-10244,2024-10-01,2024-10-15,37.86,0,4.32,42.18,42.18,2024-10-12,Bank Transfer,Paid,2024-10-01
BILL-1234573032,SUB-10000368,CUS-10244,2024-11-01,2024-11-15,37.86,0,3.56,41.42,41.42,2024-11-18,Bank Transfer,Paid,2024-11-01
BILL-1234573033,SUB-10000368,CUS-10244,2024-12-01,2024-12-15,37.86,0,3.76,41.62,41.62,2024-12-13,PayPal,Paid,2024-12-01
BILL-1234573034,SUB-10000368,CUS-10244,2025-01-01,2025-01-15,37.86,0,4.03,41.89,41.89,2025-01-12,Bank Transfer,Paid,2025-01-01
BILL-1234573035,SUB-10000368,CUS-10244,2025-02-01,2025-02-15,37.86,11.23,5.67,54.76,54.76,2025-02-13,Check,Paid,2025-02-01
BILL-1234573036,SUB-10000368,CUS-10244,2025-03-01,2025-03-15,37.86,8.73,4.69,51.28,51.28,2025-03-03,Check,Paid,2025-03-01
BILL-1234573037,SUB-10000368,CUS-10244,2025-04-01,2025-04-15,37.86,0,4.05,41.91,41.91,2025-04-03,Credit Card,Paid,2025-04-01
BILL-1234573038,SUB-10000368,CUS-10244,2025-05-01,2025-05-15,37.86,0,3.9,41.76,41.76,2025-05-03,PayPal,Paid,2025-05-01
BILL-1234573039,SUB-10000368,CUS-10244,2025-06-01,2025-06-15,37.86,0,3.42,41.28,41.28,2025-06-03,Bank Transfer,Paid,2025-06-01
BILL-1234573040,SUB-10000369,CUS-10245,2025-05-01,2025-05-15,106.17,30.95,12.96,150.08,150.08,2025-05-06,Check,Paid,2025-05-01
BILL-1234573041,SUB-10000369,CUS-10245,2025-06-01,2025-06-15,106.17,37.93,15.96,160.06,160.06,2025-06-12,PayPal,Paid,2025-06-01
BILL-1234573042,SUB-10000370,CUS-10246,2024-01-01,2024-01-15,98.52,0,8.61,107.13,107.13,2024-01-09,PayPal,Paid,2024-01-01
BILL-1234573043,SUB-10000370,CUS-10246,2024-02-01,2024-02-15,98.52,0,11.19,109.71,109.71,2024-02-02,Check,Paid,2024-02-01
BILL-1234573044,SUB-10000370,CUS-10246,2024-03-01,2024-03-15,98.52,0,11.38,109.9,109.9,2024-03-04,PayPal,Paid,2024-03-01
BILL-1234573045,SUB-10000370,CUS-10246,2024-04-01,2024-04-15,98.52,0,8.5,107.02,107.02,2024-04-10,Credit Card,Paid,2024-04-01
BILL-1234573046,SUB-10000370,CUS-10246,2024-05-01,2024-05-15,98.52,0,8.53,107.05,107.05,2024-05-11,Credit Card,Paid,2024-05-01
BILL-1234573047,SUB-10000370,CUS-10246,2024-06-01,2024-06-15,98.52,0,10.51,109.03,109.03,2024-06-10,Check,Paid,2024-06-01
BILL-1234573048,SUB-10000370,CUS-10246,2024-07-01,2024-07-15,98.52,0,10.71,109.23,109.23,2024-07-18,PayPal,Paid,2024-07-01
BILL-1234573049,SUB-10000370,CUS-10246,2024-08-01,2024-08-15,98.52,0,9.5,108.02,108.02,2024-08-10,Bank Transfer,Paid,2024-08-01
BILL-1234573050,SUB-10000370,CUS-10246,2024-09-01,2024-09-15,98.52,0,10.91,109.43,109.43,2024-09-12,Check,Paid,2024-09-01
BILL-1234573051,SUB-10000370,CUS-10246,2024-10-01,2024-10-15,98.52,39.07,14.27,151.86,151.86,2024-11-03,Credit Card,Late,2024-10-01
BILL-1234573052,SUB-10000370,CUS-10246,2024-11-01,2024-11-15,98.52,0,9.8,108.32,108.32,2024-11-10,Check,Paid,2024-11-01
BILL-1234573053,SUB-10000370,CUS-10246,2024-12-01,2024-12-15,98.52,0,10.66,109.18,109.18,2024-12-11,Bank Transfer,Paid,2024-12-01
BILL-1234573054,SUB-10000370,CUS-10246,2025-01-01,2025-01-15,98.52,27.44,14.31,140.27,140.27,2025-01-10,Bank Transfer,Paid,2025-01-01
BILL-1234573055,SUB-10000370,CUS-10246,2025-02-01,2025-02-15,98.52,17.21,9.97,125.7,125.7,2025-02-13,PayPal,Paid,2025-02-01
BILL-1234573056,SUB-10000370,CUS-10246,2025-03-01,2025-03-15,98.52,0,11.29,109.81,109.81,2025-03-25,Check,Late,2025-03-01
BILL-1234573057,SUB-10000370,CUS-10246,2025-04-01,2025-04-15,98.52,0,11.24,109.76,null,null,null,Unpaid,2025-04-01
BILL-1234573058,SUB-10000370,CUS-10246,2025-05-01,2025-05-15,98.52,0,8.94,107.46,107.46,2025-05-04,Check,Paid,2025-05-01
BILL-1234573059,SUB-10000370,CUS-10246,2025-06-01,2025-06-15,98.52,0,9.3,107.82,107.82,2025-06-10,Bank Transfer,Paid,2025-06-01
BILL-1234573060,SUB-10000371,CUS-10246,2024-01-01,2024-01-15,29.99,0,2.94,32.93,32.93,2024-01-11,PayPal,Paid,2024-01-01
BILL-1234573061,SUB-10000371,CUS-10246,2024-02-01,2024-02-15,29.99,46.37,6.23,82.59,82.59,2024-02-14,Bank Transfer,Paid,2024-02-01
BILL-1234573062,SUB-10000371,CUS-10246,2024-03-01,2024-03-15,29.99,24.69,4.77,59.45,59.45,2024-03-16,Bank Transfer,Paid,2024-03-01
BILL-1234573063,SUB-10000371,CUS-10246,2024-04-01,2024-04-15,29.99,38.44,7.29,75.72,75.72,2024-04-07,Check,Paid,2024-04-01
BILL-1234573064,SUB-10000371,CUS-10246,2024-05-01,2024-05-15,29.99,0,2.41,32.4,32.4,2024-05-09,PayPal,Paid,2024-05-01
BILL-1234573065,SUB-10000371,CUS-10246,2024-06-01,2024-06-15,29.99,0,2.45,32.44,32.44,2024-06-08,PayPal,Paid,2024-06-01
BILL-1234573066,SUB-10000371,CUS-10246,2024-07-01,2024-07-15,29.99,11.68,4.11,45.78,45.78,2024-07-04,PayPal,Paid,2024-07-01
BILL-1234573067,SUB-10000371,CUS-10246,2024-08-01,2024-08-15,29.99,0,2.64,32.63,32.63,2024-08-02,Credit Card,Paid,2024-08-01
BILL-1234573068,SUB-10000371,CUS-10246,2024-09-01,2024-09-15,29.99,0,2.83,32.82,32.82,2024-09-13,Check,Paid,2024-09-01
BILL-1234573069,SUB-10000371,CUS-10246,2024-10-01,2024-10-15,29.99,0,2.65,32.64,32.64,2024-10-05,PayPal,Paid,2024-10-01
BILL-1234573070,SUB-10000371,CUS-10246,2024-11-01,2024-11-15,29.99,28.98,5.55,64.52,64.52,2024-11-14,Bank Transfer,Paid,2024-11-01
BILL-1234573071,SUB-10000371,CUS-10246,2024-12-01,2024-12-15,29.99,0,3.47,33.46,33.46,2024-12-09,Bank Transfer,Paid,2024-12-01
BILL-1234573072,SUB-10000371,CUS-10246,2025-01-01,2025-01-15,29.99,0,3.3,33.29,33.29,2025-01-14,Bank Transfer,Paid,2025-01-01
BILL-1234573073,SUB-10000371,CUS-10246,2025-02-01,2025-02-15,29.99,0,3.39,33.38,33.38,2025-02-02,Credit Card,Paid,2025-02-01
BILL-1234573074,SUB-10000371,CUS-10246,2025-03-01,2025-03-15,29.99,0,3.1,33.09,33.09,2025-03-02,Bank Transfer,Paid,2025-03-01
BILL-1234573075,SUB-10000371,CUS-10246,2025-04-01,2025-04-15,29.99,0,2.41,32.4,32.4,2025-04-14,Bank Transfer,Paid,2025-04-01
BILL-1234573076,SUB-10000371,CUS-10246,2025-05-01,2025-05-15,29.99,0,3.16,33.15,33.15,2025-05-05,PayPal,Paid,2025-05-01
BILL-1234573077,SUB-10000371,CUS-10246,2025-06-01,2025-06-15,29.99,0,3.16,33.15,11.64,2025-06-26,Check,Partial,2025-06-01
BILL-1234573078,SUB-10000372,CUS-10247,2024-07-01,2024-07-15,80.42,0,8.45,88.87,88.87,2024-07-09,Credit Card,Paid,2024-07-01
BILL-1234573079,SUB-10000372,CUS-10247,2024-08-01,2024-08-15,80.42,0,9.01,89.43,89.43,2024-08-12,Credit Card,Paid,2024-08-01
BILL-1234573080,SUB-10000372,CUS-10247,2024-09-01,2024-09-15,80.42,0,7.79,88.21,88.21,2024-09-12,Check,Paid,2024-09-01
BILL-1234573081,SUB-10000372,CUS-10247,2024-10-01,2024-10-15,80.42,42.99,11.63,135.04,135.04,2024-10-04,Credit Card,Paid,2024-10-01
BILL-1234573082,SUB-10000372,CUS-10247,2024-11-01,2024-11-15,80.42,0,8.57,88.99,88.99,2024-11-11,Bank Transfer,Paid,2024-11-01
BILL-1234573083,SUB-10000372,CUS-10247,2024-12-01,2024-12-15,80.42,0,6.53,86.95,86.95,2024-12-15,Check,Paid,2024-12-01
BILL-1234573084,SUB-10000372,CUS-10247,2025-01-01,2025-01-15,80.42,48.64,15.32,144.38,144.38,2025-01-11,Bank Transfer,Paid,2025-01-01
BILL-1234573085,SUB-10000372,CUS-10247,2025-02-01,2025-02-15,80.42,48.27,13,141.69,141.69,2025-02-11,Credit Card,Paid,2025-02-01
BILL-1234573086,SUB-10000372,CUS-10247,2025-03-01,2025-03-15,80.42,25.56,12.34,118.32,118.32,2025-03-18,Bank Transfer,Paid,2025-03-01
BILL-1234573087,SUB-10000372,CUS-10247,2025-04-01,2025-04-15,80.42,0,6.69,87.11,87.11,2025-04-03,PayPal,Paid,2025-04-01
BILL-1234573088,SUB-10000372,CUS-10247,2025-05-01,2025-05-15,80.42,0,9.09,89.51,89.51,2025-05-07,Credit Card,Paid,2025-05-01
BILL-1234573089,SUB-10000372,CUS-10247,2025-06-01,2025-06-15,80.42,0,8.77,89.19,89.19,2025-06-08,Check,Paid,2025-06-01
BILL-1234573090,SUB-10000373,CUS-10248,2024-01-01,2024-01-15,56.42,0,6.18,62.6,62.6,2024-01-14,Credit Card,Paid,2024-01-01
BILL-1234573091,SUB-10000373,CUS-10248,2024-02-01,2024-02-15,56.42,0,5.55,61.97,61.97,2024-03-06,Check,Late,2024-02-01
BILL-1234573092,SUB-10000373,CUS-10248,2024-03-01,2024-03-15,56.42,0,6.48,62.9,62.9,2024-03-10,Check,Paid,2024-03-01
BILL-1234573093,SUB-10000373,CUS-10248,2024-04-01,2024-04-15,56.42,30.18,8.17,94.77,94.77,2024-04-02,Bank Transfer,Paid,2024-04-01
BILL-1234573094,SUB-10000373,CUS-10248,2024-05-01,2024-05-15,56.42,0,4.93,61.35,61.35,2024-05-04,Bank Transfer,Paid,2024-05-01
BILL-1234573095,SUB-10000373,CUS-10248,2024-06-01,2024-06-15,56.42,20.86,8.53,85.81,85.81,2024-06-06,Bank Transfer,Paid,2024-06-01
BILL-1234573096,SUB-10000373,CUS-10248,2024-07-01,2024-07-15,56.42,0,6.74,63.16,63.16,2024-07-11,PayPal,Paid,2024-07-01
BILL-1234573097,SUB-10000373,CUS-10248,2024-08-01,2024-08-15,56.42,0,5.17,61.59,61.59,2024-08-07,PayPal,Paid,2024-08-01
BILL-1234573098,SUB-10000373,CUS-10248,2024-09-01,2024-09-15,56.42,0,5.5,61.92,61.92,2024-09-03,Check,Paid,2024-09-01
BILL-1234573099,SUB-10000373,CUS-10248,2024-10-01,2024-10-15,56.42,27.08,6.78,90.28,90.28,2024-10-02,Bank Transfer,Paid,2024-10-01
BILL-1234573100,SUB-10000373,CUS-10248,2024-11-01,2024-11-15,56.42,0,6.65,63.07,63.07,2024-11-08,Bank Transfer,Paid,2024-11-01
BILL-1234573101,SUB-10000373,CUS-10248,2024-12-01,2024-12-15,56.42,0,6.71,63.13,63.13,2024-12-14,Check,Paid,2024-12-01
BILL-1234573102,SUB-10000373,CUS-10248,2025-01-01,2025-01-15,56.42,36.7,8.14,101.26,101.26,2025-01-10,Check,Paid,2025-01-01
BILL-1234573103,SUB-10000373,CUS-10248,2025-02-01,2025-02-15,56.42,14.62,8.47,79.51,79.51,2025-02-14,Credit Card,Paid,2025-02-01
BILL-1234573104,SUB-10000373,CUS-10248,2025-03-01,2025-03-15,56.42,0,4.59,61.01,61.01,2025-03-08,Check,Paid,2025-03-01
